"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","hp_to_1b",""
"Stanton, Giancarlo","519317","2015",".265",".606",".346","96.1","15.7",28.9,"45",24.1,8.6,18.2,52.9,63.7,29.5,46.6,74,"4.57",
"Vogt, Stephen","519390","2015",".261",".443",".341","86.9","16.4",33.7,"20",5.6,5.1,27.2,30.1,56.9,29,70,88.9,"4.51",
"Galvis, Freddy","520471","2015",".263",".343",".302","86.1","13.2",33.2,"10",2.1,4.3,24.8,22.1,64.1,39.6,68.6,86.9,"4.31",
"Perez, Salvador","521692","2015",".260",".426",".280","87.3","13",32.8,"24",5.3,3.3,24,32.6,67.7,41.7,70.3,90.1,"4.71",
"Forsythe, Logan","523253","2015",".281",".444",".359","88.4","15.4",33.6,"16",3.7,6.2,27.6,32.2,56.9,22.6,67.5,86.7,"4.38",
"Flores, Wilmer","527038","2015",".263",".408",".295","86.4","14.6",32.1,"8",1.9,5.4,25,25.7,66.3,29.3,77.7,88.5,"4.53",
"Garcia, Avisail","541645","2015",".257",".365",".309","88.5","6.8",34.1,"20",4.8,6.7,26.4,37.5,79,42.7,53.5,79.4,"4.38",
"Inciarte, Ender","542255","2015",".303",".408",".338","85.5","6.8",28.8,"6",1.3,2.3,24.7,19.9,62.3,34.6,76.5,88.9,"4.14",
"Ozuna, Marcell","542303","2015",".259",".383",".308","91.8","7.2",29.3,"21",6,6.3,23.9,45,64.6,32.3,52.1,85.6,"4.45",
"Burns, Billy","542993","2015",".294",".392",".334","83.2","8.1",26.9,"2",0.5,1.1,25.6,14.7,79.6,36.9,76,85.6,"3.99",
"Crawford, Brandon","543063","2015",".256",".462",".321","90.3","8.6",34.2,"34",8.7,8.2,23,42.9,75.2,32.3,54.1,80.4,"4.38",
"Cron, C.J.","543068","2015",".262",".439",".300","88.3","11.9",32.1,"26",8.7,3.7,25.1,35.8,63.5,39.1,69.1,83.8,"4.63",
"Giavotella, Johnny","543213","2015",".272",".375",".318","85.8","10",30.1,"4",1,2.7,28.1,19.6,62.9,26.3,69.4,89.8,"4.34",
"Gomes, Yan","543228","2015",".231",".391",".267","87.5","17.7",41.9,"17",6.4,5.7,29.8,32.8,69.2,34.4,61.6,83.3,"4.57",
"Gose, Anthony","543238","2015",".254",".367",".321","88.2","6.1",30.4,"8",2.3,3.2,27.5,30.7,70.7,30.6,50.6,79.3,"4.2",
"Harrison, Josh","543281","2015",".287",".390",".327","86.4","12",35.8,"5",1.4,4.3,30.7,24.4,68.4,38.3,67.1,85.3,"4.42",
"Hicks, Aaron","543305","2015",".256",".398",".323","88.8","11.9",34,"9",3.1,6.3,28.8,33.3,68.3,22.3,59.6,84.8,"4.21",
"Hosmer, Eric","543333","2015",".297",".459",".363","89.8","6",29.9,"35",7.1,5.7,25.7,40.8,64.3,31.4,66.5,86.9,"4.42",
"Joseph, Caleb","543376","2015",".234",".394",".299","87.7","16.3",40.5,"14",5.6,6.3,27.4,31.7,66,30.1,60.2,83.5,"4.67",
"Kipnis, Jason","543401","2015",".303",".451",".372","89.4","9.2",35.9,"13",2.8,6.8,29.5,38.5,61.5,25.6,64.4,89.6,"4.38",
"Lawrie, Brett","543434","2015",".260",".407",".299","90","7.4",30.6,"20",4.7,6.8,23.3,39.1,62.7,34.9,59.9,81.3,"4.19",
"McCann, James","543510","2015",".264",".387",".297","88.3","8.6",30.1,"11",3.5,3.5,29.4,37.3,67.2,36.7,57.7,83,"4.68",
"Miller, Brad","543543","2015",".258",".402",".329","90","8.4",27.7,"15",4.3,5.5,25.1,40.1,70,28.9,59.6,80.3,"4.32",
"Rendon, Anthony","543685","2015",".264",".363",".344","90.3","10.1",33.5,"12",4.9,5.3,27.3,35.5,56.4,16.9,72.2,86.2,"4.47",
"Semien, Marcus","543760","2015",".257",".405",".310","87.1","13.6",37.1,"19",4.5,8,24.6,28.9,61.6,24.1,57.6,84.3,"4.23",
"Springer III, George","543807","2015",".276",".459",".367","89.9","9.1",35.9,"27",9.5,6,25.7,41.5,69.2,20.9,53.6,70.9,"4.25",
"Strange-Gordon, Dee","543829","2015",".333",".418",".359","84.5","2.1",28.6,"6",1.1,2.2,24.3,17,65.6,37,74.4,87.4,"3.98",
"Wong, Kolten","543939","2015",".262",".386",".321","87.5","11.3",31.9,"14",3,3.2,27.4,33.8,72.7,32.9,66.3,87.6,"4.28",
"Gregorius, Didi","544369","2015",".265",".370",".318","85.4","10.4",33.4,"7",1.6,2.9,26.9,24.5,71.5,34.7,63.4,84.3,"4.26",
"Grichuk, Randal","545341","2015",".276",".548",".329","92.2","16.3",34.1,"36",16.8,6.5,17.3,46.3,72,32.9,43.8,81.1,"4.39",
"Marisnick, Jake","545350","2015",".236",".383",".281","85.7","13.9",32,"13",5.3,3.3,23.8,26.2,70.3,32.3,52,76.6,"4.2",
"Trout, Mike","545361","2015",".299",".590",".402","92.9","14",38.9,"69",16.4,7.3,23.7,48.6,53.7,22.5,63.3,84.7,"4.2",
"Herrera, Odubel","546318","2015",".297",".418",".344","88.7","7.5",33.1,"12",3.2,5.1,29.3,33.9,67.3,35.2,56.4,82.8,"4.16",
"Harper, Bryce","547180","2015",".330",".649",".460","91.4","14.7",37.1,"51",12.9,7.1,24.4,47.5,71.3,25.6,55.8,80.8,"4.34",
"Martin, Leonys","547982","2015",".219",".313",".264","87.9","8.4",21.5,"5",2.2,2.7,21.1,30,64.4,32.9,53.6,79.2,"4.3",
"Abreu, Jose","547989","2015",".290",".502",".347","91","9.9",30.4,"44",9.3,5.9,24.5,41.8,65.8,34.7,60.9,84.3,"4.77",
"Suarez, Eugenio","553993","2015",".280",".446",".315","88.6","14.8",31.3,"15",5.3,4.2,21.8,33.5,63,25.1,54.1,81.2,"4.57",
"Polanco, Gregory","570256","2015",".256",".381",".320","89.9","10.4",30.5,"21",4.4,6.3,24.2,39.8,65.9,29.2,66.1,84.8,"4.16",
"Sanchez, Yolmer","570560","2015",".224",".326",".268","85.4","6.6",30.2,"4",1.3,1.6,26.3,20.6,67.5,32.3,63.6,85.8,"4.38",
"Schoop, Jonathan","570731","2015",".279",".482",".306","89.8","12.8",35.4,"20",8.7,5.7,27.1,40.6,82.1,42.6,56.4,76.3,"4.66",
"Arenado, Nolan","571448","2015",".287",".575",".323","90.6","16.3",33.7,"43",8.3,7.9,21.7,40.2,73.3,35.7,60.9,88.7,"4.6",
"Bour, Justin","571506","2015",".262",".479",".321","90.8","8.7",25.6,"27",8.7,4.5,23,43,64.5,32.7,62.7,79.5,"4.7",
"Gennett, Scooter","571697","2015",".264",".381",".294","85.2","11.1",33.9,"3",1,3.6,26.1,22.5,74.4,41.3,68.9,88.9,"4.46",
"Hamilton, Billy","571740","2015",".226",".289",".274","83.7","11",27.4,"2",0.6,0.6,20.3,8.9,66.4,27.6,67.4,81.5,"4.03",
"Holt, Brock","571788","2015",".280",".379",".349","86.6","7.8",31.7,"2",0.6,3.9,27.8,24.2,56.7,24.8,71.4,90.1,"4.2",
"Lamb, Jake","571875","2015",".263",".386",".331","89.6","11.8",32,"16",6.3,4.3,31.3,37.9,61.6,24.8,49,85.9,"4.49",
"Owings, Chris","572008","2015",".227",".322",".264","86.9","14.6",32.8,"10",2.6,3.9,27.8,24.9,70.4,35.9,51.6,83.2,"4.23",
"Paulsen, Ben","572019","2015",".277",".462",".326","88.3","10.7",34.6,"14",5.9,3.8,28.7,34.2,79.7,36.4,61.4,71.2,"4.47",
"Pollock, AJ","572041","2015",".315",".498",".367","88.9","8.9",31.2,"30",5.7,6.4,26.5,39.1,63.5,28.9,61.5,91.8,"4.3",
"Seager, Kyle","572122","2015",".266",".451",".328","89.3","16.8",36.1,"37",7,4.2,27.4,34.6,62.8,28.4,66.3,89.1,"4.65",
"Taylor, Michael A.","572191","2015",".229",".358",".282","88.7","9.8",32.8,"20",6.3,5,27.4,35.6,71.9,32.1,44.5,74.4,"4.26",
"Zunino, Mike","572287","2015",".174",".300",".230","88.8","21.8",28.9,"20",8.8,3.9,19.3,33.8,70.3,30.1,48.5,71.2,"4.65",
"Goins, Ryan","572365","2015",".250",".354",".318","87.3","4.6",26.9,"8",2.6,4.3,23,32.1,60.4,27.4,64.8,86.3,"4.44",
"Carpenter, Matt","572761","2015",".272",".505",".365","88.9","16.9",42.4,"39",9.1,8.2,27.9,35.8,59.4,20.6,62,83.6,"4.28",
"Dozier, Brian","572821","2015",".236",".444",".307","87.2","19.1",34.2,"29",5.9,6.4,23,31.1,62.6,29.1,64.1,82.7,"4.38",
"Gyorko, Jedd","576397","2015",".247",".397",".297","88.8","14.1",30.7,"20",6.3,5,24.1,35.4,67.3,29.6,55.5,82.7,"4.79",
"Iglesias, Jose","578428","2015",".300",".370",".347","83.7","4.5",26.1,"0",0,1.3,23.7,18.7,57.5,33.2,77.7,94.3,"4.23",
"Hechavarria, Adeiny","588751","2015",".281",".374",".315","87.6","7.5",31.3,"4",1,4.5,24.7,31.3,69.6,34.3,72.8,82.4,"4.26",
"Bryant, Kris","592178","2015",".275",".488",".369","89.7","19.6",33.7,"42",11.5,9.3,22.5,43.8,73.6,28.7,47.7,72.2,"4.28",
"Canha, Mark","592192","2015",".254",".426",".315","89.3","12.9",30.2,"27",7.8,4.6,21.6,36.2,61.2,32.6,65.2,83.7,"4.36",
"Castellanos, Nick","592206","2015",".255",".419",".303","88.3","16.9",37.5,"31",7.7,6.5,29,34.5,69.6,32.5,50,81.2,"4.58",
"DeShields, Delino","592261","2015",".261",".374",".344","85.8","10.2",26.9,"4",1.2,4.2,21.8,22.4,55,19.3,51.8,80.7,"4.07",
"Machado, Manny","592518","2015",".286",".502",".359","91.4","12.8",29.7,"40",7.6,5.5,23.3,41.7,63.4,24.8,66.2,88.6,"4.53",
"Pederson, Joc","592626","2015",".210",".417",".346","91.2","13.8",28.3,"37",11.8,5.7,19.1,45.2,64.9,24.8,44.6,72.5,"4.33",
"Realmuto, J.T.","592663","2015",".259",".406",".290","88.4","8.9",31.9,"16",4.3,6.4,24.5,34.3,66.2,32.2,72.2,88.9,"4.28",
"Rosario, Eddie","592696","2015",".267",".459",".289","87.7","14.5",30.8,"21",6.2,6.7,23.2,30.8,76.7,44.3,61,80.3,"4.23",
"Simmons, Andrelton","592743","2015",".265",".338",".321","86.4","3.5",27.8,"5",1,3.3,27.1,29,65.3,25.4,76.5,91.4,"4.5",
"Yelich, Christian","592885","2015",".300",".416",".366","91.7","0.1",30.1,"18",4.8,5.6,27.5,45.1,64.8,24.6,58.4,84.5,"4.28",
"Bogaerts, Xander","593428","2015",".320",".421",".355","88","6.8",28,"13",2.5,2.7,28.4,33.8,63.5,34,65.5,86.5,"4.24",
"Sano, Miguel","593934","2015",".269",".530",".385","94.1","16.3",40.1,"33",20.4,8,20.4,54.9,59.1,23.7,29.2,72.4,"4.61",
"Calhoun, Kole","594777","2015",".256",".422",".308","86.2","11.6",35.6,"32",6.8,5.5,25,32.2,71.4,29.6,48.9,82.9,"4.53",
"Eaton, Adam","594809","2015",".287",".431",".361","88.1","7.5",26.7,"15",3.1,2.5,27.4,30.9,60.8,27.7,67.8,85,"4.13",
"Gattis, Evan","594828","2015",".246",".463",".285","88.9","10.6",29.6,"32",7.1,7.3,21.5,39.2,68.7,36.4,65.6,81.5,"4.53",
"Kiermaier, Kevin","595281","2015",".263",".420",".298","87.6","9",29.7,"10",2.4,4.1,28,30.9,71.5,31.5,66.7,82.7,"4.05",
"Lindor, Francisco","596019","2015",".313",".482",".353","89.9","6.3",27.3,"12",3.5,5.6,23.5,36.7,74.3,30,68.1,85,"4.27",
"Odor, Rougned","596059","2015",".261",".465",".316","88.4","12",26.8,"19",5.4,5.1,20.1,32.8,64.3,35.1,68,89.2,"4.24",
"Swihart, Blake","596119","2015",".274",".392",".319","86.8","10.3",35.2,"6",2.8,3.8,30.5,27.2,62.1,32.1,60.3,86.2,"4.32",
"Franco, Maikel","596748","2015",".280",".497",".343","88.8","9.8",33.2,"15",5.9,8.7,19.4,37.2,68.8,29.6,57.6,85.3,"4.7",
"Ahmed, Nick","605113","2015",".226",".359",".275","86","12.5",26.4,"6",1.7,4.9,22.1,22.4,64.4,32.1,58.7,84.3,"4.38",
"Asche, Cody","605125","2015",".245",".395",".294","87.2","14.8",33,"18",5.7,5.7,24.8,33,68.7,30.1,51.5,85.8,"4.47",
"Betts, Mookie","605141","2015",".291",".479",".341","90.4","15.4",33.4,"29",5.5,4.2,28.2,37.5,54.2,23.5,70.1,90.5,"4.2",
"Panik, Joe","605412","2015",".312",".455",".378","86.8","11.5",30,"8",2.3,4,29.1,29.4,63.5,23.3,81.3,91.4,"4.41",
"Spangenberg, Cory","605486","2015",".271",".399",".333","87.3","4.7",30.5,"3",1.3,5.9,25.9,32.2,66.4,31,54.9,86,"4.15",
"Tucker, Preston","605512","2015",".243",".437",".297","89.8","9.8",26.7,"13",5.6,5.2,24.6,38.8,73.4,28.9,65.3,77.2,"4.41",
"Peterson, Jace","607054","2015",".239",".335",".314","87.1","9.8",33,"14",3.3,4.1,24.9,26.3,62.3,26.6,62,82.1,"4.29",
"Pillar, Kevin","607680","2015",".278",".399",".314","85.8","14.1",28.4,"9",1.8,3.5,27.8,26.5,63.1,38.9,69.3,87.6,"4.3",
"Ramirez, Jose","608070","2015",".219",".340",".291","86.7","11.9",27.9,"5",1.8,2.8,23.3,24,57.1,24.7,79.7,89.3,"4.32",
"Russell, Addison","608365","2015",".242",".389",".307","86.7","15.1",34.3,"17",5.2,5.8,22.5,29.2,68.4,28,46.6,77.8,"4.4",
"Correa, Carlos","621043","2015",".279",".512",".345","90","8.3",31.3,"28",8.9,4.5,24.6,40.6,61.4,31.4,67.6,87,"4.38",
"Duffy, Matt","622110","2015",".295",".428",".334","88","7.5",32.4,"19",4,5.8,27,32,62.8,29.7,64.9,90,"4.37",
"Puig, Yasiel","624577","2015",".255",".436",".322","89.3","12.2",30,"19",8.8,4.6,20.3,36.9,78.3,31.2,57.4,79.2,"4.36",
"Soler, Jorge","624585","2015",".262",".399",".324","91.7","11.1",37.5,"25",10.1,7.3,27,43.1,68.8,30.3,42.2,79,"4.52",
"Kang, Jung Ho","628356","2015",".287",".461",".355","90.5","7.1",33.1,"31",9.6,5.6,26.3,46.4,60.2,23.2,53.3,82.7,"4.57",
"Tomas, Yasmany","630111","2015",".273",".401",".305","89.3","5.1",30.3,"12",4,6.1,28.3,38,79.1,39.6,58.7,81.3,"4.57",
"Ortiz, David","120074","2016",".315",".620",".401","93.2","16.9",39.3,"71",15.5,8.1,20.7,47.2,68.2,26.7,67.9,87.6,"4.75",
"Beltre, Adrian","134181","2016",".300",".521",".358","90.1","14.5",34.2,"44",8.5,5.6,25,40.4,64.7,34.4,77.7,89,"4.54",
"Beltran, Carlos","136860","2016",".295",".513",".337","90.1","12.6",32.5,"31",6.8,4,25.5,38.5,66.1,28.5,67.4,87.1,"4.47",
"Werth, Jayson","150029","2016",".244",".417",".335","91.4","15",31.9,"29",7.4,6.4,23.5,44.6,52.7,22.5,67.7,83.7,"4.61",
"Suzuki, Ichiro","400085","2016",".291",".376",".354","84.2","7.4",36.2,"2",0.7,2.1,27.2,20,62.3,25.6,70.8,87.2,"3.99",
"Martinez, Victor","400121","2016",".289",".476",".351","90","15.5",37.8,"39",8.4,7.9,28.5,42.1,65.3,30.4,72.8,88.3,"4.76",
"Utley, Chase","400284","2016",".252",".396",".319","87.7","11.9",35.6,"17",4.3,6,32.1,33.8,58.6,21.4,60.4,88,"4.28",
"Pujols, Albert","405395","2016",".268",".457",".323","91.6","11.7",31.5,"48",9.2,7.8,22.9,44.1,62.4,30.6,73,90.4,"5.02",
"Holliday, Matt","407812","2016",".246",".461",".322","93.1","8.6",27.9,"25",8,7.4,22.8,47.8,71.2,29.8,65.5,86.3,"4.51",
"Teixeira, Mark","407893","2016",".204",".362",".292","88.4","12.8",33.1,"21",7.4,7.7,19.4,37.3,63.1,25.1,60.8,84.2,"4.73",
"Mauer, Joe","408045","2016",".261",".389",".363","89.9","3.8",36.5,"24",6,7.2,28.5,42.9,50.7,21,74.1,88.2,"4.48",
"Cabrera, Miguel","408234","2016",".316",".563",".393","93.6","12.3",40.1,"77",15.9,7.4,25.2,50.6,70.9,30.7,65.2,84,"4.86",
"Gonzalez, Adrian","408236","2016",".285",".435",".349","88.2","9.6",38.9,"21",4.6,7,30.2,33.9,71.4,30.2,63.7,84,"4.81",
"Phillips, Brandon","408252","2016",".291",".416",".320","86.4","10.3",35.1,"13",2.7,4.1,25.3,25.5,75.4,40.7,68.6,87.6,"4.67",
"Crisp, Coco","424825","2016",".231",".397",".302","85.5","13.7",36.1,"9",2.4,4.3,25.1,23.3,60.4,25.5,65.6,87,"4.29",
"Peralta, Jhonny","425509","2016",".260",".408",".307","87.6","13.6",38.1,"15",6.4,6.4,25,33.9,69.1,26,65.3,85.7,"4.65",
"Loney, James","425766","2016",".265",".397",".307","87.5","13",34.1,"5",1.6,4.9,29.5,31.5,76.1,31.3,78.8,93.2,"4.82",
"Francoeur, Jeff","425796","2016",".254",".378",".297","87.9","8.5",32.1,"12",5.4,5.9,25.8,32.6,71.9,44,58.7,75,"4.6",
"Upton Jr., B.J.","425834","2016",".238",".402",".291","88.3","9.2",31.4,"20",5.8,6.4,25.9,36.6,69.2,28.4,50.6,70.1,"4.4",
"Molina, Yadier","425877","2016",".307",".427",".360","87.8","9.4",35.5,"17",3.6,5.7,28.8,28.1,72,35,80.1,86.9,"4.81",
"Navarro, Dioner","425900","2016",".207",".322",".265","84.9","17.4",32.8,"4",1.7,3.4,24.4,22.3,62.5,27.6,53.8,86.3,"4.96",
"Fielder, Prince","425902","2016",".212",".334",".292","88.8","11.5",32.1,"16",6,4.5,24.3,31.7,65.1,29.9,55.5,87.8,"4.87",
"Cano, Robinson","429664","2016",".298",".533",".350","90.1","11.5",32.7,"41",7.3,5.9,26.3,42.8,70.3,34.6,68,91.4,"4.61",
"Encarnacion, Edwin","429665","2016",".263",".529",".357","90.8","15.8",35.9,"58",12.3,6.6,21,40.8,65,21.4,57.5,83,"4.69",
"Hardy, J.J.","429666","2016",".269",".407",".309","90.2","12.3",29.4,"13",3.8,5.8,24.7,39.2,47.5,23.2,69.1,91.2,"4.63",
"Howard, Ryan","429667","2016",".196",".453",".257","92","16.6",37.7,"34",15.5,8.2,25,47.7,78.8,37.9,52.8,74.2,"4.89",
"Johnson, Kelly","430637","2016",".247",".391",".306","87.6","11.4",32,"13",5.4,5,26.1,33.6,67.4,29.7,64,85.1,"4.4",
"Bautista, Jose","430832","2016",".234",".452",".366","91.5","14.8",30.6,"27",8.3,8.3,24.4,45.7,56.5,18.8,57.6,86.4,"4.79",
"Jones, Adam","430945","2016",".265",".436",".310","88.7","14.7",31.8,"41",8,5.5,23.4,34.7,82.6,42.6,59.4,83,"4.4",
"Aybar, Erick","430947","2016",".243",".320",".303","85","6.2",26.7,"2",0.6,2,22.2,15.1,67.2,36.3,71.9,88.8,"4.26",
"Hill, Aaron","431094","2016",".262",".378",".336","86.7","15.9",35.3,"4",1.2,5.6,27.9,26.6,60,23,65.6,88.9,"4.33",
"Martin, Russell","431145","2016",".231",".398",".335","89.2","10",29.4,"29",9.3,6.4,22.7,40.3,56.8,19.1,50.2,75.8,"4.74",
"Granderson, Curtis","434158","2016",".237",".464",".335","87.8","18.7",33.8,"29",6.9,6.7,24.5,33.1,56.8,20.2,56.4,87,"4.25",
"Pagan, Angel","434636","2016",".277",".418",".331","85.7","12.4",36.1,"13",3,2.3,29.4,21.8,57.9,23.3,77.2,92.4,"4.17",
"Davis, Rajai","434658","2016",".249",".388",".306","86.5","14.5",29.9,"12",3.4,5.1,22.8,29.9,71.8,31.9,55.4,83.2,"4.1",
"Ramirez, Hanley","434670","2016",".286",".505",".361","90.6","9.3",29.6,"45",10.4,7.2,20.6,42,65.9,29.6,58.6,85.2,"4.47",
"Morales, Kendrys","434778","2016",".263",".468",".327","92.8","11.3",34.5,"48",10.8,8.6,28,49.9,66.9,33.1,62.7,84.3,"4.83",
"Kendrick III, Howie","435062","2016",".255",".366",".326","90.5","1.7",26.9,"23",5.8,5.6,26.1,42.1,67.2,28.4,61.5,86.6,"4.47",
"Napoli, Mike","435063","2016",".239",".465",".335","89.6","18.5",33.2,"49",13.3,7.1,19,39.4,63.6,24.6,56.5,74.7,"4.82",
"Kinsler, Ian","435079","2016",".288",".484",".348","87.1","18.3",37.4,"19",3.8,7.5,30,30.8,62.5,25.1,64.9,90.7,"4.46",
"McCann, Brian","435263","2016",".242",".413",".335","88.9","18.9",31.9,"19",5.7,6.3,26.2,35.8,59.4,30.3,67.4,88.5,"5.04",
"Walker, Neil","435522","2016",".282",".476",".347","89.1","18",36.6,"24",7.3,6.9,26.6,37.5,67.3,29.1,64.2,87.5,"4.48",
"Suzuki, Kurt","435559","2016",".258",".403",".301","87.3","14.6",31.5,"8",2.6,5,26.5,30.5,66,28.9,67,90.4,"4.75",
"Desmond, Ian","435622","2016",".285",".446",".335","90.7","4.8",28.4,"35",7.5,4.9,24.4,43.6,62.2,29.2,52.1,80.7,"4.31",
"Cruz Jr., Nelson","443558","2016",".287",".555",".360","94.6","11.2",34.8,"72",16.5,8.5,16.9,52.4,68.7,28,51.4,79.6,"4.54",
"Jaso, John","444379","2016",".268",".413",".353","86.3","7.7",32.8,"15",4.9,4.9,27.6,32.1,65.3,16.9,61,88.3,"4.62",
"Trumbo, Mark","444432","2016",".256",".533",".316","92.8","15.1",31.8,"69",15.6,5.6,20.8,44.7,69.2,31.3,52.5,79.8,"4.59",
"Escobar, Alcides","444876","2016",".261",".350",".292","84","9.4",31.7,"8",1.4,2.9,24.5,17.6,69.7,38.5,67.7,83.1,"4.34",
"Jay, Jon","445055","2016",".291",".389",".339","86.1","7",34.3,"3",1.1,4.1,33.2,23.2,70.7,32.4,58.9,85.7,"4.49",
"Prado, Martin","445988","2016",".305",".417",".359","87.9","8.6",31.2,"7",1.3,3.9,30,30.8,51.6,26.9,81,93.7,"4.54",
"Wieters, Matt","446308","2016",".243",".409",".302","87.9","16.4",34.5,"25",7.3,6.1,25.4,33,70.9,34.1,65.7,81.7,"4.69",
"Longoria, Evan","446334","2016",".273",".521",".318","90.8","18.1",38.1,"60",12.1,7.9,21,41.5,64.5,32.5,59.6,81,"4.35",
"Cozart, Zack","446359","2016",".252",".425",".308","86.3","15.2",31.4,"9",2.3,6.5,23.6,27.5,65.8,27.1,61.1,89,"4.51",
"Barney, Darwin","446381","2016",".269",".373",".322","86","10.6",35.3,"4",1.7,3,27.2,23.8,65.1,27.1,70.4,85.7,"4.35",
"Guyer, Brandon","446386","2016",".266",".423",".372","87.3","13.9",32.9,"10",4.2,3.3,28.3,27.9,69.7,28.3,59.8,87.3,"4.39",
"Rodriguez, Sean","446481","2016",".270",".510",".349","90.4","12.8",35.1,"23",11.4,8.4,22.8,36.6,67.5,26.5,37.8,72.8,"4.48",
"Reynolds, Mark","448602","2016",".282",".450",".356","87.9","12.2",33.2,"17",6,6.4,24.7,37.1,67.3,25.7,54.2,80.9,"4.71",
"Davis, Chris","448801","2016",".221",".459",".332","91.1","17.2",35.7,"53",15.1,8,20,44,62.3,27.4,44.7,73.1,"4.51",
"Orlando, Paulo","449181","2016",".302",".405",".329","89.6","8.3",28.5,"19",5.3,4.5,28.2,37.4,76.1,38.2,57.3,82.8,"4.22",
"Zobrist, Ben","450314","2016",".272",".446",".386","89.2","9.5",32.5,"20",4.5,4.7,27.2,35.6,55.1,18.9,73.6,91.5,"4.3",
"Fowler, Dexter","451594","2016",".276",".447",".393","88.1","12.4",37.1,"19",5.6,6.2,26.7,33.8,62.6,17.8,58.8,83.2,"4.27",
"Flowers, Tyler","452095","2016",".270",".420",".357","93.3","12.8",35.1,"23",11.9,7.2,23.7,48.5,65,23.6,47.3,79.1,"4.6",
"Headley, Chase","452104","2016",".253",".385",".331","87.2","11.9",33.6,"21",5.9,4.8,25.4,33.1,65.6,23.8,53.9,83,"4.62",
"Smith, Seth","452234","2016",".249",".415",".342","89.5","8.3",32.1,"26",8.9,5.1,26.3,40.6,60.3,21.8,56.5,86,"4.51",
"Lind, Adam","452252","2016",".239",".431",".286","91.2","10.8",33.8,"27",8.6,9.9,22.3,42.7,63.1,33.8,61.7,86.5,"4.77",
"Pence, Hunter","452254","2016",".289",".451",".357","91","5.5",26.1,"21",6.9,5.9,22.8,41.3,64.6,29.9,50.5,78.8,"4.2",
"Span, Denard","452655","2016",".266",".381",".331","86","6.6",29.5,"14",2.8,3.2,27.1,29.7,64.5,24.7,70.1,91.2,"4.29",
"Cabrera, Asdrubal","452678","2016",".280",".474",".336","88.9","15.5",36.4,"24",5.7,7.4,25.2,33.3,72.5,32.4,62.5,83.5,"4.68",
"Ellsbury, Jacoby","453056","2016",".263",".374",".330","86.9","10.7",30.8,"8",1.7,3.2,27.8,31.4,66.8,25.2,62.4,90.4,"4.29",
"Tulowitzki, Troy","453064","2016",".254",".443",".318","90","14.2",33.7,"38",9.6,7.3,24.1,40.8,61.5,26.6,69.5,83,"4.61",
"Blackmon, Charlie","453568","2016",".324",".552",".381","87.7","15.2",39.1,"33",6.8,5.6,28,33.5,63.9,32,70.5,88.6,"4.2",
"Frazier, Todd","453943","2016",".225",".464",".302","89.1","20.5",31.7,"44",10.1,4.1,21.1,35.6,64.9,30.1,58.2,78.5,"4.49",
"Iannetta, Chris","455104","2016",".210",".329",".303","89.3","15.1",28.8,"12",5.6,7.4,27.4,39.1,71.2,17,53.6,77.5,"4.8",
"Markakis, Nick","455976","2016",".269",".397",".346","90.7","10.7",37.7,"25",4.9,5.7,29.2,42.6,61.1,21.3,78.1,90.6,"4.54",
"Pedroia, Dustin","456030","2016",".318",".449",".376","88.6","8.6",35.3,"14",2.5,3.9,30.9,28.9,58.4,24.7,81,90.2,"4.36",
"Castillo, Welington","456078","2016",".264",".423",".322","88.8","12.9",34.1,"18",6,7.4,25.4,37.5,59,27.1,56.1,80.5,"4.73",
"Bourn, Michael","456422","2016",".264",".371",".314","85.1","8.3",32.4,"9",3.1,1,27,17.4,60.3,21.6,53.6,82.3,"4.09",
"Nunez, Eduardo","456488","2016",".288",".432",".325","89.6","8.4",28.8,"21",4.4,3.4,22.4,37,70.5,37,71.4,86.6,"4.16",
"Pearce, Steve","456665","2016",".288",".492",".374","89.8","15.4",29.9,"19",9,4.3,26.1,40.3,64.7,23.9,45.6,85.8,"4.5",
"Cain, Lorenzo","456715","2016",".287",".408",".339","88.6","9.2",35.6,"14",4.4,4.1,27.4,33.4,67.1,29.8,58.8,85.5,"4.23",
"McCutchen, Andrew","457705","2016",".256",".430",".336","89.6","16.5",32.3,"39",8.5,7.4,24,41.7,69,23.8,55.5,81.3,"4.31",
"Upton, Justin","457708","2016",".246",".465",".310","91.3","15.5",33.3,"49",12.5,7.4,22.4,45.5,64.6,23.3,51.8,75.2,"4.51",
"Maybin, Cameron","457727","2016",".315",".418",".383","87.9","4.6",27.2,"8",2.8,3.2,25.4,32.2,60.4,22.8,53.3,87.4,"4.21",
"Turner, Justin","457759","2016",".275",".493",".339","90.6","17",37.4,"40",8.8,5.3,27.1,41.4,63.9,23.4,73.6,83.9,"4.59",
"Posey III, Buster","457763","2016",".288",".434",".362","90.5","9.9",32.6,"33",6.9,6.3,27.1,43.2,66.5,26.7,73.9,90.6,"4.62",
"Espinosa, Danny","457787","2016",".209",".378",".306","90.1","14.8",26.6,"29",8.2,4.8,19,33.4,70,32.3,47.5,75.2,"4.28",
