"last_name, first_name","player_id","year","pa","home_run","walk","batting_avg","slg_percent","on_base_percent","xba","xslg","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","whiff_percent","hp_to_1b",""
"Solak, Nick","669256","2021","511","11","34",".242",".362",".314",".238",".361",".310","86.9","7",29.3,6.5,4.2,20.3,6.2,33.5,64.2,30,62.2,81.7,24.8,"4.24",
"Hays, Austin","669720","2021","529","22","28",".256",".461",".308",".245",".432",".298","88.8","12.5",32.2,9.1,5.2,21,4.7,39.2,64.4,29.5,50.2,87.1,24.6,"4.43",
"Lopez, Nicky","670032","2021","565","2","49",".300",".378",".365",".239",".305",".313","86.8","2.8",27.6,0.7,3.9,24,7.1,26.9,65.1,24.5,66,89.2,15.4,"4.19",
"Alvarez, Yordan","670541","2021","598","33","50",".277",".531",".346",".275",".565",".347","93.2","14.1",37.2,15.9,7.6,20.5,3,54.2,61.9,26.3,56.3,87.1,22.7,"4.51",
"Cruz Jr., Nelson","443558","2022","507","10","49",".234",".337",".313",".241",".399",".323","90.9","7.2",28,9.3,4.5,25.6,2.4,46.1,72.4,31.1,49.2,76.8,32,"4.81",
"Blackmon, Charlie","453568","2022","577","16","32",".264",".419",".314",".256",".376",".308","86.2","12.4",36.7,4.4,4,27.1,6.5,30.6,70.1,32,67.1,83.3,21.4,"4.36",
"McCutchen, Andrew","457705","2022","580","17","57",".237",".384",".316",".252",".406",".329","89.1","13.2",36.2,8.6,5.8,24.1,3,40,68.5,20.8,51,83.2,24.2,"4.38",
"Turner, Justin","457759","2022","532","13","50",".278",".438",".350",".267",".427",".343","89.5","18.4",40.6,8,6.2,27.1,2.6,40.6,70.4,26.7,68.7,84,20.3,"4.87",
"Andrus, Elvis","462101","2022","577","17","39",".249",".404",".303",".245",".360",".300","87.9","11.9",29.1,4.5,3.6,26.9,5,34.8,62.3,29.4,63.9,85.5,21.4,"4.6",
"Santana, Carlos","467793","2022","506","19","71",".202",".376",".316",".253",".438",".361","90.7","15.4",31.6,9.3,7.2,23.8,2.3,44.9,63.9,21.7,65.9,82.9,21.3,"4.68",
"Gurriel, Yuli","493329","2022","584","8","30",".242",".360",".288",".240",".319",".286","88.2","14.6",30.3,1.9,4.4,25.9,2.3,35.6,63.1,34.9,75.3,91.8,14.3,"4.45",
"Rojas, Miguel","500743","2022","507","6","26",".236",".323",".283",".264",".347",".310","86.1","10.1",33.1,1.9,5.6,28.3,3.6,27.1,66.2,30.4,65.4,92.8,15.5,"4.61",
"Escobar, Eduardo","500871","2022","542","20","40",".240",".430",".295",".243",".427",".300","88.3","20.6",38.7,9.4,8.9,23.7,3.5,37.6,73.5,34,59.1,79.3,27.7,"4.29",
"Pham, Tommy","502054","2022","622","17","56",".236",".374",".312",".238",".383",".315","92.2","7.7",33.2,7.9,8.2,23.5,2.3,48.5,60.8,21.6,46.5,82.8,26,"4.54",
"Martinez, J.D.","502110","2022","596","16","52",".274",".448",".341",".260",".471",".330","89.1","14.1",42,12.5,8.9,23.2,3.6,41.7,74.9,31.9,51.4,79,30.1,"4.68",
"Goldschmidt, Paul","502671","2022","651","35","79",".317",".578",".404",".261",".482",".357","90.8","15.7",31.8,11.6,9.9,23.8,3.3,47.4,59.8,25.1,61.5,78.4,26.8,"4.61",
"Altuve, Jose","514888","2022","604","28","66",".300",".533",".387",".269",".440",".362","85.9","16.1",35.4,7.7,6.6,22.2,7.5,29.7,64,28.6,72.6,88.4,16.2,"4.23",
"Hernandez, Cesar","514917","2022","617","1","45",".248",".318",".311",".248",".329",".312","84.8","9.3",33.3,2.4,4.9,26.6,8,29.7,68.7,25.9,58.1,84.9,20.4,"4.26",
"Marte, Starling","516782","2022","505","16","26",".292",".468",".347",".276",".428",".332","86.8","7.5",38.5,6.8,7,25.7,4.6,33.9,67.5,32.8,59.5,82.7,24,"4.28",
"Donaldson, Josh","518626","2022","546","15","54",".222",".374",".308",".215",".370",".303","90.7","12",34.8,9.8,6.3,21.4,2.7,43.3,66.6,29.3,54.2,72.5,33.2,"4.58",
"Freeman, Freddie","518692","2022","708","21","84",".325",".511",".407",".313",".538",".400","91.3","13.6",42.9,9.9,8.5,30.4,1.5,47.8,73.9,27.3,67.8,85.8,19.5,"4.48",
"LeMahieu, DJ","518934","2022","541","12","67",".261",".377",".357",".274",".403",".369","89.2","3",32.8,5.3,6.8,25.8,3.3,41.1,53.9,24.5,73.4,89.1,15.7,"4.7",
"Rizzo, Anthony","519203","2022","548","32","58",".224",".480",".338",".239",".454",".350","89.4","19.3",34.2,10.9,7.7,21.6,4.4,41,64.1,29.7,61.5,84.8,22.8,"4.66",
"Flores, Wilmer","527038","2022","602","19","59",".229",".394",".316",".233",".370",".322","87.8","20.7",35.7,6.3,5.4,24.5,3.3,35.4,66.5,26.6,66.3,87.6,18.9,"4.71",
"Ozuna, Marcell","542303","2022","507","23","31",".226",".413",".274",".256",".478",".303","89.4","16.5",31.8,13.1,4,23.9,4.3,43.8,68.2,33.4,55.3,80.4,28.7,"4.67",
"Aguilar, Jesus","542583","2022","507","16","28",".235",".379",".281",".240",".393",".288","87.7","19.1",39.7,6.9,7.7,27.1,2.6,36,64.7,36.3,58.1,82.2,27,"5.01",
"Cron, C.J.","543068","2022","632","29","43",".257",".468",".315",".243",".435",".305","88.7","14.2",36.8,10.8,5.5,24.3,4.1,42.3,62.9,33.2,60.5,84,24.3,"4.84",
"Semien, Marcus","543760","2022","724","26","53",".248",".429",".304",".243",".394",".301","87.3","19.9",32.4,6.8,6.2,23.8,3.8,34.9,71.1,24.8,57.2,87.6,20.6,"4.37",
"Springer III, George","543807","2022","583","25","54",".267",".472",".342",".265",".437",".342","88.7","13.9",31.8,8.4,7.2,22,4.5,42.3,77.4,25.6,50.9,79,28.2,"4.37",
"Grichuk, Randal","545341","2022","538","19","24",".259",".425",".299",".229",".370",".271","90","8.7",27.3,6.8,6.6,18.9,3.9,43.6,69.4,32.7,54.2,85.8,24.7,"4.5",
"Abreu, Jose","547989","2022","679","15","62",".304",".446",".378",".296",".486",".372","92.2","8",34.5,9.5,7.7,26.7,2.8,51.8,66.1,29.8,59.1,85.3,23.2,"4.65",
"Suarez, Eugenio","553993","2022","629","31","73",".236",".459",".332",".220",".454",".321","89.8","19.9",36.4,14.8,7.4,20.5,3.7,43.5,63.6,21.5,41.9,76,33.1,"4.82",
"Urshela, Gio","570482","2022","551","13","41",".285",".429",".338",".268",".416",".324","88.9","11.8",38.6,7,6.6,26.9,2.9,37.6,71.2,36.1,67.2,84.8,21.4,"4.54",
"Schoop, Jonathan","570731","2022","510","11","19",".202",".322",".239",".228",".338",".267","87","9.7",29.1,4.8,6.6,22,5,38.6,75.2,36.8,53.4,81.3,28.2,"4.61",
"Arenado, Nolan","571448","2022","620","30","52",".293",".533",".358",".266",".445",".335","88.8","21.7",35.4,8.2,7.8,23.5,2.2,38.9,66.9,32.6,68.1,88.3,19.1,"4.72",
"Farmer, Kyle","571657","2022","583","14","33",".255",".386",".315",".258",".380",".320","85.5","12.7",37.7,4.4,6.9,26,6.7,33.8,64.7,36.3,65.2,89.7,19.2,"4.58",
"Muncy, Max","571970","2022","565","21","90",".196",".384",".329",".208",".417",".342","90.3","20.9",34.3,13.4,10.3,18.8,3.6,45.6,60.4,16.5,55.5,78.4,26.1,"4.43",
"Pollock, AJ","572041","2022","527","14","32",".245",".389",".292",".258",".419",".305","88.8","11.6",32.9,9.4,5.8,23,4.8,42,74.1,34,55.6,84.8,24.7,"4.42",
"Voit III, Luke","572228","2022","568","22","55",".226",".402",".308",".222",".434",".306","89.8","18.4",34.6,14.7,8.3,23.2,5.2,44.3,78.1,30.6,41.4,72.5,37.6,"4.96",
"Walker, Christian","572233","2022","667","36","69",".242",".477",".327",".257",".484",".343","90","17",33.3,11.5,6.5,22,3.7,44,67.9,23.1,50.8,84.4,24.6,"4.64",
"Yastrzemski, Mike","573262","2022","558","17","61",".214",".392",".305",".220",".392",".313","89.9","19.9",36.2,11.1,5.1,21.4,4.8,42.5,63.4,22.2,54.4,83,22.5,"4.41",
"Canha, Mark","592192","2022","542","13","48",".266",".403",".367",".245",".362",".351","87.7","10.9",32.2,4.9,6.8,23.6,4.1,36.6,61,24.3,68.2,81.6,22.1,"4.46",
"Castellanos, Nick","592206","2022","558","13","29",".263",".389",".305",".250",".395",".293","87.5","14.6",36.9,6.6,6.1,26.5,4,35.1,76.8,39.6,47.5,79.8,32.2,"4.43",
"Drury, Brandon","592273","2022","568","28","38",".263",".492",".320",".242",".420",".303","89.1","13.8",34.8,10.4,7.3,22,4.8,42.2,62.5,30.1,64.2,85.8,21.5,"4.52",
"Judge, Aaron","592450","2022","696","62","111",".311",".686",".425",".305",".706",".422","95.9","15",39,26.5,7.2,20,0.5,61.8,66.1,22.9,46.5,79.7,29.8,"4.66",
"Machado, Manny","592518","2022","644","32","63",".298",".531",".366",".264",".447",".338","91.5","16",36.7,9.8,9.8,24.4,2.9,49,74.4,30.7,60.2,82.3,24.9,"4.71",
"Realmuto, J.T.","592663","2022","562","22","41",".276",".478",".342",".275",".463",".342","90.3","13.1",35.6,11.3,6.7,26.7,2.6,47.2,67.7,31,61.6,80.4,25.7,"4.35",
"Renfroe, Hunter","592669","2022","522","29","39",".255",".492",".315",".240",".438",".303","90.5","17.7",32.7,10.9,6.4,21.8,3.4,43.6,66.2,31.8,58.3,81.2,27,"4.52",
"Yelich, Christian","592885","2022","671","14","88",".252",".383",".355",".254",".399",".356","91.5","3.6",30.3,8.2,6.7,25.5,3.1,48.6,65.4,23.2,48.5,85.1,25,"4.37",
"Merrifield, Whit","593160","2022","550","11","38",".250",".375",".298",".240",".356",".292","87.1","15.1",37.9,4.2,7.3,23,4.9,31.1,71.4,29.8,65.9,85.6,19.4,"4.32",
"Bogaerts, Xander","593428","2022","631","15","57",".307",".456",".377",".259",".383",".338","88.1","10.2",30.3,6.5,4.9,27.8,4.5,39.5,63.5,29.2,62.4,81.5,24.8,"4.31",
"Profar, Jurickson","595777","2022","658","15","73",".243",".391",".331",".251",".359",".340","87.5","12.9",34.7,4,4.6,28.7,4.8,34.3,64.2,23.7,68,85.5,18.7,"4.48",
"Baez, Javier","595879","2022","590","17","26",".238",".393",".278",".230",".378",".272","87.9","9.6",29.7,8,4.9,20.9,2.9,38,67.9,47.5,50.9,77.7,35.8,"4.34",
"Lindor, Francisco","596019","2022","706","26","59",".270",".449",".339",".254",".427",".326","89.3","13.8",29.2,8.3,6.2,22.4,3.8,41.3,68.1,29.9,59.8,85.5,22.9,"4.43",
"Bell, Josh","605137","2022","647","17","81",".266",".422",".362",".273",".424",".369","88.9","8.4",30.7,7.2,3.7,27.4,4.2,40.8,68.8,24.9,65.4,83.6,21.7,"4.62",
"Betts, Mookie","605141","2022","639","35","55",".269",".533",".340",".254",".465",".327","90.5","18.6",36.2,9.7,8.7,22.7,3.8,44.9,66.9,22.2,59.5,91.7,16.5,"4.45",
"Hernandez, Teoscar","606192","2022","535","25","34",".267",".491",".316",".265",".501",".314","92.6","11.6",36.3,15,7.5,23.3,2.3,53.3,69,30.3,44.1,74.9,35.1,"4.33",
"Marte, Ketel","606466","2022","558","12","55",".240",".407",".321",".251",".377",".333","90.1","13.5",31.6,6.1,5.8,28,3,41.9,65.7,28.1,69.6,83.4,20.7,"4.46",
"Nimmo, Brandon","607043","2022","673","16","71",".274",".433",".367",".261",".409",".357","89.4","6.1",28.1,7,3.6,25.1,5.5,39.8,64.8,21.2,61.4,85.9,19.6,"4.18",
"Turner, Trea","607208","2022","708","21","45",".298",".466",".343",".276",".432",".327","88.9","10.2",35.3,7.6,6.5,24.3,2.3,41.6,72.4,33.1,53.7,84.5,26.3,"4.14",
"Ramirez, Jose","608070","2022","685","29","69",".280",".514",".355",".255",".408",".337","87.7","20.7",33.7,6.6,6.4,22.3,5.3,36.9,66.4,28.7,73.1,90.1,15.1,"4.22",
"Bregman, Alex","608324","2022","656","23","87",".259",".454",".366",".257",".416",".369","88.9","19.5",36.2,7.3,9.4,24.3,2.9,37.8,65.8,17.8,67.4,90.6,14.9,"4.6",
"Seager, Corey","608369","2022","663","33","58",".245",".455",".317",".283",".510",".354","91.1","13.6",38.4,10.5,9.9,24.2,1.8,45.5,80.7,30.5,45.2,85.1,26.5,"4.67",
"Winker, Jesse","608385","2022","547","14","84",".219",".344",".344",".249",".403",".369","87.7","16.8",32,7.6,3.1,26.1,3.4,34.3,68.1,18.8,59.7,85.6,19.9,"4.67",
"Swanson, Dansby","621020","2022","696","25","49",".277",".447",".329",".257",".461",".314","90.2","15.7",37,10.8,8,27.1,2.2,46.3,72.4,26.4,50.3,76.2,30.7,"4.33",
"Correa, Carlos","621043","2022","590","22","61",".291",".467",".366",".276",".484",".353","89.9","11.6",35.3,11.4,5.7,25.4,4.4,44.7,63.3,26.9,63.4,84.7,22,"4.57",
"Ward, Taylor","621493","2022","564","23","60",".281",".473",".360",".268",".474",".352","90","15.8",41.8,12.4,7.4,26.3,3.4,42.9,62.3,20.6,58.9,83.9,22.2,"4.4",
"Wisdom, Patrick","621550","2022","534","25","53",".207",".426",".298",".188",".380",".284","90.7","21",29.8,14.2,6.2,15.6,4.8,46.3,70.5,26.4,38.1,73.7,36.4,"4.5",
"Olson, Matt","621566","2022","699","34","75",".240",".477",".325",".248",".467",".334","92.9","16.1",33.8,13.6,7.6,22,2,50.9,73.9,28.5,58.4,76.6,28.9,"4.65",
"Mateo, Jorge","622761","2022","533","13","27",".221",".379",".267",".222",".344",".269","86.8","14.8",35.5,6,5.7,21.6,6.3,32.7,72.6,36.6,48.4,78.1,30.9,"4.2",
"Santander, Anthony","623993","2022","647","33","55",".240",".455",".318",".257",".471",".335","90.1","21.4",33.5,11.6,8.1,21.7,3.7,43.3,65.5,32.5,65.6,86,21.5,"4.67",
"Alonso, Pete","624413","2022","685","40","67",".271",".518",".352",".262",".486",".345","89.8","18.2",34.5,12.3,4.8,23.8,4.8,44.8,70.9,33.5,61.9,84.3,24.2,"4.67",
"Frazier, Adam","624428","2022","602","3","46",".238",".311",".301",".262",".339",".324","85.1","13.6",37.7,1.5,4,28.9,4.2,24.5,68.4,28.8,71.8,90.6,14.4,"4.4",
"Cronenworth, Jake","630105","2022","684","17","70",".239",".390",".332",".221",".356",".319","87.6","18.2",32.3,5.6,6.9,20,4.7,34.1,60,21.6,61.3,88.6,18,"4.33",
"Bellinger, Cody","641355","2022","550","19","38",".210",".389",".265",".213",".354",".271","89.4","20.3",34.4,8.3,5.8,25.3,1.1,38.1,68.2,31.7,62.6,77.5,27.2,"4.23",
"Crawford, J.P.","641487","2022","603","6","68",".243",".336",".339",".255",".337",".353","85.1","8.9",32.4,2,4.7,24.3,6.5,29.7,61.9,20.5,68.4,90.4,14.3,"4.45",
"Mancini III, Trey","641820","2022","587","18","53",".239",".391",".319",".245",".410",".328","89.5","12.7",39.6,9.8,10.3,23.7,2.1,40.4,67.3,30.1,54.5,81.3,27.4,"4.76",
"McMahon, Ryan","641857","2022","597","20","60",".246",".414",".327",".247",".423",".329","91.7","10.8",36.4,10.4,6.7,27,4.3,46.5,63.4,25.4,52.1,79.1,28.2,"4.61",
"Tellez, Rowdy","642133","2022","599","35","62",".219",".461",".306",".252",".479",".337","91.1","15.3",31.4,12.9,7.3,21.4,3.2,46,61.1,27,60.5,83.3,23.8,"4.83",
"Rosario, Amed","642708","2022","670","11","25",".283",".403",".312",".276",".396",".308","88.4","5",31.1,4.5,5.5,24.5,4.5,38.3,66.9,40,70.2,84.6,21,"4.17",
"Adames, Willy","642715","2022","617","31","49",".238",".458",".298",".238",".451",".299","88.9","18.9",36.4,13,6.5,22.2,4,43.6,71.2,29.8,54,79.9,28.2,"4.41",
"Estrada, Thairo","642731","2022","541","14","33",".260",".400",".322",".246",".352",".312","86.2","8.1",31.6,4.4,4.7,24.2,6.7,31.1,67.2,32.3,62.7,87.5,19.7,"4.3",
"Benintendi, Andrew","643217","2022","521","5","52",".304",".399",".373",".273",".407",".347","89.2","12.6",39.2,5.1,6.2,30,2.8,38.7,73.2,22.7,70.5,81.9,20.7,"4.38",
"Kemp, Tony","643393","2022","558","7","45",".235",".334",".307",".219",".291",".294","84.4","15",33.9,1.6,4.1,23.6,7.3,14.9,68.4,29.4,76.3,89.7,13.1,"4.47",
"Kiner-Falefa, Isiah","643396","2022","531","4","35",".261",".327",".314",".262",".333",".317","86.2","4.3",29.6,1.2,4.3,26.5,6.4,30.1,58,30.8,78.4,93.8,11.2,"4.27",
"McNeil, Jeff","643446","2022","589","9","40",".326",".454",".382",".280",".389",".341","86.9","12.8",39,2.7,5.2,29.8,3.6,30.2,77.6,29.2,73.1,87.1,15.9,"4.16",
"Devers, Rafael","646240","2022","614","27","50",".295",".521",".358",".282",".497",".348","93.1","11.3",33.1,11.5,7.7,23.9,2,50.9,76.3,36.2,60.7,77.7,28.1,"4.57",
"Arraez, Luis","650333","2022","603","8","50",".316",".420",".375",".288",".408",".350","88.9","12.9",38.7,3.6,5.7,30.6,1.4,30.2,63.2,24.1,89.4,94,7.1,"4.49",
"Torres, Gleyber","650402","2022","572","24","39",".257",".451",".310",".244",".441",".298","90.4","17.5",36.2,10.7,8.5,23.7,3,45.3,71.9,27.7,59.9,77.7,27.1,"4.51",
"Diaz, Yandy","650490","2022","558","9","78",".296",".423",".401",".288",".424",".395","92.2","7.7",30.7,4.8,8.9,26.1,1.7,49,63.6,19.6,71,90.4,14.3,"4.53",
"Rengifo, Luis","650859","2022","511","17","17",".264",".429",".294",".254",".392",".285","86.9","9.9",31.1,5.4,4.9,23.1,5.1,33.6,77.3,34.9,62.5,85.8,21.5,"4.31",
"Chapman, Matt","656305","2022","621","27","68",".229",".433",".324",".234",".440",".331","92.2","19",34,12.9,8.8,24.1,2.7,51.2,64.2,19.2,55.3,76,28.7,"4.44",
"Hoskins, Rhys","656555","2022","672","30","72",".246",".462",".332",".239",".445",".327","90.1","18.1",37.3,11.1,5.9,25.5,2.6,44.3,60.7,23.2,52.2,82.8,25.7,"4.73",
"Mullins II, Cedric","656775","2022","672","16","47",".258",".403",".318",".232",".349",".297","88.8","17.4",29.3,4.9,5.9,23,4.5,37.3,71.2,29.9,63,82,22.2,"4.16",
"Schwarber, Kyle","656941","2022","669","46","86",".218",".504",".323",".237",".535",".341","93.3","19.2",35.4,20.1,8.7,17.4,4.5,54.4,60.6,21.7,52.3,77.1,29,"4.51",
"Thomas, Lane","657041","2022","548","17","41",".241",".404",".301",".222",".357",".286","86.4","12.5",32.6,6.5,5.7,22.4,4.9,34.5,61.4,26.1,63,85.4,21.1,"4.38",
"Verdugo, Alex","657077","2022","644","11","42",".280",".405",".328",".278",".428",".327","89.1","8.4",37.8,6,7.6,27.3,2.3,38.2,64,24.9,68,90.4,15.5,"4.38",
"Ohtani, Shohei","660271","2022","666","34","72",".273",".519",".356",".275",".549",".358","92.9","12.1",35,16.8,5.6,24.5,3,49.8,72.1,28.4,60.2,76.9,28.1,"4.09",
"Acuna Jr., Ronald","660670","2022","533","15","53",".266",".413",".351",".272",".484",".358","91.2","10.8",32.8,12.8,6.1,21.8,5.8,49.7,73.5,24.3,59.9,80.6,24.9,"4.27",
"Varsho, Daulton","662139","2022","592","27","46",".235",".443",".302",".213",".389",".285","87.7","14.9",33.6,10.2,8.4,16.8,7.1,35.6,69.1,30.5,61.5,78.2,25.2,"4.28",
"Hoerner, Nico","663538","2022","517","10","28",".281",".410",".327",".270",".367",".318","87.2","10.6",32.4,2.6,4.7,26.3,4,33.5,65.1,33.8,72,92.6,14.2,"4.28",
"Riley, Austin","663586","2022","693","38","57",".273",".528",".349",".271",".531",".348","92.5","12.9",37.7,15.7,8.4,20.2,2.9,50.8,75.3,30.1,52.3,81.3,27.6,"4.5",
"Mountcastle, Ryan","663624","2022","609","22","43",".250",".423",".305",".277",".509",".332","91.3","15.9",39.5,15,4.7,27,1.7,46.3,79.1,37.8,57.1,78,29.8,"4.51",
"Hayes, Ke'Bryan","663647","2022","560","7","48",".244",".345",".314",".250",".354",".321","91","5.2",30.6,3.9,6.2,27.5,1.8,46.8,61.2,27.1,58.7,89.3,20.7,"4.41",
"Tucker, Kyle","663656","2022","609","30","59",".257",".478",".330",".262",".482",".336","90","19",34.4,10.2,10.2,21.7,2.2,42.4,80.2,26.1,60,86.6,19.9,"4.51",
"Grisham, Trent","663757","2022","524","17","57",".184",".341",".284",".205",".358",".303","88.3","15.1",25.5,8.1,5.8,19,10.3,35.5,56.1,20.7,52.7,78.5,26.2,"4.35",
"Rodgers, Brendan","663898","2022","581","13","46",".266",".408",".325",".265",".404",".330","90","4.6",31.3,7.2,5.6,26.2,3.5,45.9,72.1,27.2,58.4,84.6,22.7,"4.52",
"Lowe, Nathaniel","663993","2022","645","27","48",".302",".492",".358",".275",".459",".333","90.2","8.2",34.1,9.9,5.2,28,3.4,44.8,74,29.2,56.1,82.1,24.9,"4.39",
"Happ, Ian","664023","2022","641","17","58",".271",".440",".342",".239",".379",".315","89.7","10.9",29.2,6.5,6.5,24.1,2.8,40.4,71.8,26.6,55.4,79.5,27.2,"4.32",
"France, Ty","664034","2022","613","20","35",".274",".436",".338",".262",".397",".330","87.6","10",34.8,5.4,5,27.5,3.9,36.8,75.8,31.9,60.7,90.2,19.3,"4.89",
"Straw, Myles","664702","2022","596","0","54",".221",".273",".291",".236",".301",".306","87","9.8",34.1,0.7,4.8,25.1,4.4,26.5,57.9,19.6,71.6,91.7,12.6,"4.14",
"Bohm, Alec","664761","2022","631","13","31",".280",".398",".315",".290",".436",".327","90.2","10.4",37.7,6.8,6,29.8,2.5,43,72,31.4,68.2,83.9,21.1,"4.59",
"Brown, Seth","664913","2022","555","25","51",".230",".444",".305",".251",".454",".324","89.2","15.8",34.9,13,5.4,23.4,3.7,41.4,69.7,29.1,45.2,81.5,29.6,"4.51",
"Pena, Jeremy","665161","2022","558","22","22",".253",".426",".289",".248",".397",".285","88.1","8.7",32.9,9.7,5.4,25,5.9,36.7,75.3,37.8,45.3,83.6,29.7,"4.28",
"Guerrero Jr., Vladimir","665489","2022","706","32","58",".274",".480",".339",".276",".459",".341","92.8","4.3",27.9,11.2,6.8,20.2,2.1,50.4,71.5,30.5,58.6,83.8,24.4,"4.56",
"Soto, Juan","665742","2022","664","27","135",".242",".452",".401",".266",".501",".420","91","9.1",28.5,12.4,7.2,18.2,4,47.4,56.3,17.2,64.2,86,19.2,"4.39",
"Gimenez, Andres","665926","2022","557","17","34",".297",".466",".371",".257",".400",".336","87.8","11.7",31.3,6.2,6.5,25.6,8.5,37.8,70.9,38.4,59.5,79.6,26.2,"4.14",
"Bichette, Bo","666182","2022","697","24","41",".290",".469",".333",".278",".444",".322","91.9","8.5",33.3,9.6,7.2,27.1,2.4,50.3,77.6,35.2,59.7,85.2,23,"4.5",
"Garcia, Adolis","666969","2022","657","27","40",".250",".456",".300",".244",".447",".296","92.1","13.2",36.9,12.9,9.3,22.9,2.8,47.4,73.5,37.3,55.4,73.4,33.5,"4.35",
"Arozarena, Randy","668227","2022","645","20","46",".263",".445",".327",".234",".382",".301","89.9","8.8",28.2,7.9,5.8,20.1,2.5,41,64,30.9,58.7,78.4,28.6,"4.27",
"Reynolds, Bryan","668804","2022","614","27","56",".262",".461",".345",".249",".416",".334","90.2","12",35.5,7.9,6,24.8,4,42.9,73,31.5,49,84.1,27.7,"4.34",
"Rojas, Josh","668942","2022","510","9","55",".269",".391",".349",".239",".361",".324","88.8","11.9",33.5,4.5,4.8,27.3,5.4,36.1,62.5,19.9,58.3,83.5,22.2,"4.37",
"Melendez Jr., MJ","669004","2022","534","18","66",".217",".393",".313",".237",".410",".334","90.7","15.1",31,10.4,6.8,23.2,2.7,43.5,66,24.1,53.7,79.3,27.8,"4.21",
"Murphy, Sean","669221","2022","612","18","56",".250",".426",".332",".255",".439",".340","88.7","11.5",34.7,10.5,6.5,23.2,3.6,41.4,71.1,29.5,61.1,82.7,24,"4.62",
"Edman, Tommy","669242","2022","630","13","46",".265",".400",".324",".258",".380",".318","88.6","8.7",31.6,6.2,5.1,25.6,4.5,37.8,64,30.6,61,87.8,20.6,"4.25",
"Smith, Will","669257","2022","578","24","56",".260",".465",".343",".257",".473",".341","89.9","18.4",36.8,10.3,7.2,23.3,3.1,43,63.7,21.3,70.9,83.9,19.3,"4.5",
"Hays, Austin","669720","2022","582","16","34",".250",".413",".306",".240",".372",".298","87.7","11.3",32.3,5.2,7.1,23.3,3.3,37.7,67.7,36.2,57.8,87.7,23.5,"4.36",
"Alvarez, Yordan","670541","2022","561","37","78",".306",".613",".406",".326",".669",".427","95.2","12.3",40.7,21,7.5,23.2,0.8,59.8,63.7,24.8,52.7,87.4,23.4,"4.53",
"Kirk, Alejandro","672386","2022","541","14","63",".285",".415",".372",".278",".431",".367","90.5","8.1",32,6.7,6.5,27.2,3.8,45.4,59.6,23.3,72.7,89.5,15.4,"4.89",
"Kim, Ha-Seong","673490","2022","582","11","51",".251",".383",".325",".250",".368",".324","86.7","16.1",34,4.2,6.1,24.8,6.1,32.4,60.4,24.9,66.7,85.8,19.1,"4.39",
"Rodriguez, Julio","677594","2022","560","28","40",".284",".509",".345",".254",".460",".319","92","10.1",32.7,13.1,8.4,19.3,2.5,50.7,70.5,33.5,51.4,80.1,30.4,"4.24",
"Witt Jr., Bobby","677951","2022","632","20","30",".254",".428",".294",".252",".427",".294","89.7","16.8",32.5,8.7,4.6,23.6,2.2,38.6,70.4,34.7,61,82.1,25.2,"4.13",
"Kwan, Steven","680757","2022","638","6","62",".298",".400",".373",".268",".341",".348","85.1","11.8",34.6,1.4,2.6,29.1,4.3,20.8,55.1,20.2,79.6,93.7,9,"4.16",
"Vaughn, Andrew","683734","2022","555","17","31",".271",".429",".321",".255",".415",".311","90.8","7.5",34.1,7.9,10,22.4,2.9,48.6,61.4,32.8,62.7,87.8,21,"4.71",
